persona_id,data_base,nome_ficticio,tipo_registro,segmento_atual,segmento_alvo,status_oportunidade,estagio_funil_crm,temperatura_lead,score_potencial_principal_mock,probabilidade_migracao_12m_pct_mock,faixa_etaria,ciclo_vida,estado_civil_mock,dependentes_mock,cidade_uf,perfil_profissional,setor_atividade,porte_empresa_ou_carreira,fonte_renda_principal,estabilidade_renda,renda_mensal_estimada_mock,renda_familiar_mensal_mock,renda_variavel_anual_estimada_mock,despesas_mensais_estimadas_mock,capacidade_poupanca_mensal_mock,taxa_poupanca_pct_mock,reserva_emergencia_mock,meses_reserva_emergencia_mock,patrimonio_total_estimado_mock,patrimonio_investivel_estimado_mock,investimentos_bradesco_estimado_mock,concentracao_bradesco_pct_mock,aporte_previsto_12m_mock,principal_gatilho_oportunidade,perfil_investidor_mock,tolerancia_risco,horizonte_investimento,liquidez_necessaria,composicao_renda_fixa_pct,composicao_fundos_pct,composicao_renda_variavel_pct,composicao_previdencia_pct,composicao_exterior_pct,imoveis_estimado_mock,dividas_totais_estimadas_mock,parcelas_mensais_dividas_mock,comprometimento_renda_pct_mock,financiamento_imobiliario_interesse,credito_com_garantia_interesse,necessidade_capital_giro_pj,objetivo_curto_prazo,objetivo_medio_prazo,objetivo_longo_prazo,prioridade_planejamento,plano_90_dias,plano_12_meses,lacuna_planejamento,seguro_vida_status,seguro_residencial_status,seguro_auto_status,seguro_viagem_status,previdencia_privada_status,planejamento_sucessorio_status,gasto_mensal_cartao_estimado_mock,categoria_gasto_predominante,viagens_internacionais_ano_mock,interesse_sala_vip,interesse_pontos_milhas,interesse_isencao_anuidade,prioridade_cartao,cartao_atual_simulado,cartao_recomendado_ada,motivo_recomendacao_cartao,potencial_cartoes_adicionais,oportunidade_beneficios,cross_sell_prioritario_1,cross_sell_prioritario_2,cross_sell_prioritario_3,evento_proximo_contato,proximo_passo_sugerido,canal_preferido_mock,melhor_janela_contato,propensao_engajamento_digital,risco_churn_mock,objecao_esperada,argumento_consultivo,risco_privacidade,consentimento_marketing_mock,observacao_lgpd,observacao_crm,fonte_dado,segmentacao_psicologica_mock,estilo_decisao_mock,tendencia_renda_12m_pct_mock,tendencia_investimentos_12m_pct_mock,tendencia_gasto_cartao_12m_pct_mock,share_wallet_bradesco_mock,gap_open_finance_estimado_mock,open_finance_consentimento_mock,ativos_mapeados_open_finance_mock,prioridade_retencao_mock,propensao_credito_cartao_mock,elegibilidade_simulada_sem_decisao_credito,nps_mock,customer_effort_score_mock,historico_omnichannel_disponivel,data_ultima_interacao_mock,evento_vida_prioritario_mock,nba_status,observacao_modelagem
PRM-030,2026-06-18,Cliente Valentina Xavier,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 6 meses,Oferta consultiva,Morno,81.9,86,40-49,Acumulação patrimonial,Casado(a),0,Curitiba/PR,Advogado(a) associado sênior,Agronegócio,Grupo familiar,Bônus e remuneração variável,Média,22004,31645,288249,24239,7406,0.234,132832,5.5,1812868,661085,593676,0.898,785134,concentração de investimentos em análise,Arrojado,Baixa,Longo prazo,Média,31,34,24,6,18,1844282,57317,3601,0.1138,Sim,Avaliar para oportunidade patrimonial,Alta,concentrar gastos no cartão mais adequado,planejar educação dos filhos,renda passiva recorrente,Sucessão patrimonial,"Realizar diagnóstico completo de carteira, cartão, proteção e objetivos.",Aumentar share de investimentos e estruturar carteira por objetivos.,Proteção familiar e sucessória ainda incompleta.,Não possui,Revisar cobertura,Não possui,Possui adequado,Revisar tributação e portabilidade,Revisão recomendada,29178,Viagens e turismo,3,Média,Alta,Média,atendimento consultivo,Sem concentração no cartão principal,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Médio,Ativar benefícios digitais,Fundos premium,Investimentos,Seguro viagem,Mudança de renda,Conduzir diagnóstico consultivo com roteiro Ada,Agência,Horário comercial,Baixa,Alto por relacionamento pulverizado,Prefere manter investimentos pulverizados,"Evidenciar economia de tempo, atendimento especializado e benefícios familiares.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: opt-in,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em sucessão patrimonial. Gatilho comercial: concentração de investimentos em análise.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Sofisticado internacional,Sensível a custo-benefício,0.288,0.3267,0.282,0.898,67409,Simulado: consentimento pendente,0,Alta,76,Média propensão simulada,3,2,Simulado: consolidado entre canais,2026-05-31,Compra de imóvel planejada,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-031,2026-06-18,Cliente Marcelo Rezende,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 6 meses,Nutrição consultiva,Morno,80.0,82,40-49,Acumulação patrimonial,União estável,4,Salvador/BA,Dentista com clínica em expansão,Saúde,Profissional liberal,Pró-labore e dividendos,Sazonal com bom histórico,57942,71594,248793,52389,19205,0.2682,499370,9.5,3088462,1906043,549971,0.2885,1323225,nova empresa com fluxo forte,Moderado,Alta,Curto prazo,Média,52,10,27,23,10,1495458,294908,16516,0.2307,Sim,Sim,Baixa,viagem internacional nos próximos 12 meses,planejar compra de imóvel,proteção familiar,Experiência premium em cartões,Conduzir conversa consultiva para enquadramento Principal e proposta de valor.,"Implantar trilha de proteção patrimonial, sucessão e previdência.",Cartão atual pouco aderente ao padrão de uso e viagens.,Não possui,Possui básico,Não possui,Não possui,Possui previdência básica,Em discussão,25896,Educação e família,3,Média,Alta,Média,atendimento consultivo,Bradesco Principal,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Médio,Comparar custo-benefício do cartão atual,Seguro residencial,Planejamento patrimonial,Câmbio,Campanha de benefícios,Agendar conversa com especialista/gerente,Gerente Principal,Após 18h,Alta,Médio,Ainda não percebe valor no segmento Principal,"Apresentar salas VIP, pontos, segurança e conveniência como proposta integrada.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: pendente,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em experiência premium em cartões. Gatilho comercial: nova empresa com fluxo forte.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Empreendedor oportunista,Precisa de prova social e comparação,0.2976,0.375,0.0664,0.2885,1356072,Simulado: consentimento ativo,1051111,Alta,70,Média propensão simulada,2,5,Simulado: consolidado entre canais,2026-06-05,Expansão da empresa familiar,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-032,2026-06-18,Cliente Atlas Santos,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 6 meses,Pré-migração,Morno,81.9,88,60-69,Renda passiva e proteção familiar,Divorciado(a),4,Campinas/SP,Advogado(a) associado sênior,Construção civil,Empresa consolidada,Pró-labore e dividendos,Média,68588,82296,271500,60604,21692,0.2636,739180,12.2,2999551,1403455,577033,0.4112,631059,recebimento de herança em organização,Moderado,Média,Multihorizonte por objetivos,Média,71,11,18,5,2,1427487,211537,19701,0.2394,Não,Não,Não aplicável,contratar proteção patrimonial básica,planejar compra de imóvel,legado e organização patrimonial,Experiência premium em cartões,"Organizar prioridades: liquidez, investimentos, cartão, seguros e sucessão.",Evoluir relacionamento para segmento Principal com pacote de benefícios adequado.,Baixa organização por objetivos financeiros.,Possui básico,Possui básico,Possui básico,Revisar cobertura,Não possui,Estrutura básica,40905,Moradia e utilidades,2,Média,Alta,Alta,isenção de anuidade,Bradesco Principal,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Alto,Explorar salas VIP e viagens,Planejamento patrimonial,Conta internacional,Câmbio,Revisão trimestral,Orientar canais oficiais para contratação,Gerente Principal,Fim de tarde,Média,Alto por relacionamento pulverizado,Quer confirmar regras antes de contratar,"Apresentar salas VIP, pontos, segurança e conveniência como proposta integrada.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: não acionar campanhas,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em experiência premium em cartões. Gatilho comercial: recebimento de herança em organização.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Acumulador patrimonial,Busca segurança antes de decidir,0.2698,0.358,0.1718,0.4112,826422,Simulado: consentimento pendente,0,Alta,70,Média propensão simulada,4,1,Simulado: consolidado entre canais,2026-05-07,Renovação de cartão premium,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-033,2026-06-18,Cliente Kaique Yamada,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 6 meses,Nutrição consultiva,Morno,81.3,87,70+,Renda passiva e proteção familiar,Casado(a),1,Campinas/SP,Profissional de tecnologia sênior,Saúde,Grupo familiar,Aluguéis e dividendos,Sazonal com bom histórico,24980,29298,429726,13923,15375,0.5248,121775,8.7,1880477,1507794,693094,0.4597,1515319,crescimento recente de renda,Conservador,Alta,Longo prazo,Baixa,66,35,22,24,8,1212940,94891,1572,0.0537,Talvez em 12 meses,Sim,Baixa,viagem internacional nos próximos 12 meses,planejar educação dos filhos,internacionalização de patrimônio,Aumento de rentabilidade,"Mapear gastos do cartão, categorias de consumo e aderência aos benefícios premium.",Aumentar share de investimentos e estruturar carteira por objetivos.,Uso de benefícios premium abaixo do potencial.,Possui adequado,Não possui,Revisar cobertura,Possui adequado,Não possui,Revisão recomendada,39113,Saúde e bem-estar,3,Média,Alta,Baixa,segurança digital,Prime Visa Infinite,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Médio,Concentrar gastos para pontos,Seguro de vida,Crédito com garantia,Consórcio,Revisão trimestral,Orientar canais oficiais para contratação,Gerente Principal,Sábado pela manhã,Alta,Médio,Já possui cartão premium em outro banco,"Conectar cartão, investimentos e isenção potencial dentro da jornada consultiva.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: não acionar campanhas,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em aumento de rentabilidade. Gatilho comercial: crescimento recente de renda.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Investidor de impacto,Sensível a custo-benefício,0.2526,0.0892,0.2034,0.4597,814700,Simulado: não consentiu,0,Média,71,Média propensão simulada,3,5,Simulado: consolidado entre canais,2026-05-13,Renovação de cartão premium,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-034,2026-06-18,Cliente Serena Macedo,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 6 meses,Oferta consultiva,Morno,77.3,79,60-69,Preservação patrimonial,Solteiro(a),3,Balneário Camboriú/SC,Especialista financeiro(a) com bônus anual,Tecnologia,Carreira pública premium,Renda de investimentos,Sazonal com bom histórico,34767,52818,812941,27113,25705,0.4867,171463,6.3,2293865,1006096,244104,0.2426,1256451,concentração de investimentos em análise,Moderado,Média,Longo prazo,Média,33,9,17,8,17,1872665,19707,4102,0.0777,Não,Avaliar para oportunidade patrimonial,Baixa,reforma residencial,planejar compra de imóvel,internacionalização de patrimônio,Internacionalização,"Mapear gastos do cartão, categorias de consumo e aderência aos benefícios premium.","Implantar trilha de proteção patrimonial, sucessão e previdência.",Uso de benefícios premium abaixo do potencial.,Não possui,Possui básico,Revisar cobertura,Possui básico,Não possui,Em discussão,28930,Educação e família,3,Média,Alta,Alta,experiências premium,Prime Visa Infinite,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Baixo,Explorar salas VIP e viagens,Planejamento patrimonial,Crédito com garantia,Investimentos,Viagem próxima,Orientar canais oficiais para contratação,Agência,Sábado pela manhã,Média,Baixo,Ainda não percebe valor no segmento Principal,"Apresentar salas VIP, pontos, segurança e conveniência como proposta integrada.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: não acionar campanhas,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em internacionalização. Gatilho comercial: concentração de investimentos em análise.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Otimizador de benefícios,Valoriza status e experiência,0.2211,0.083,0.1368,0.2426,761992,Simulado: consentimento ativo,433122,Alta,77,Média propensão simulada,3,3,Simulado: consolidado entre canais,2026-03-24,Expansão da empresa familiar,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-035,2026-06-18,Cliente Zoe Uchoa,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 6 meses,Nutrição consultiva,Morno,70.5,75,60-69,Sucessão e legado,Viúvo(a),4,Campinas/SP,Advogado(a) associado sênior,Varejo,Empresa em crescimento,Honorários profissionais,Alta,49113,55419,688557,21298,34121,0.6157,169815,8.0,1737690,1296500,1077781,0.8313,1464964,recebimento de herança em organização,Moderado,Média,Longo prazo,Alta,69,14,4,25,5,243865,145243,6175,0.1114,Talvez em 12 meses,Não,Não aplicável,reforma residencial,preparar sucessão empresarial,aposentadoria planejada,Redução de custos,Conduzir conversa consultiva para enquadramento Principal e proposta de valor.,Aumentar share de investimentos e estruturar carteira por objetivos.,Reserva de emergência insuficiente para o padrão de renda.,Possui básico,Possui adequado,Não possui,Não possui,Revisar tributação e portabilidade,Não iniciado,21751,Viagens e turismo,6,Alta,Alta,Alta,pontos e milhas,Cartão múltiplo alta renda,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Família com potencial para adicionais,Comparar custo-benefício do cartão atual,Câmbio,Previdência privada,Soluções PJ,Vencimento de aplicação,Mapear investimentos e potencial de relacionamento,App Bradesco,Sábado pela manhã,Baixa,Baixo,Prefere manter investimentos pulverizados,"Apresentar salas VIP, pontos, segurança e conveniência como proposta integrada.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: pendente,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em redução de custos. Gatilho comercial: recebimento de herança em organização.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Gastador planejado,Sensível a custo-benefício,0.0844,0.2389,0.3323,0.8313,218719,Simulado: consentimento pendente,0,Baixa,76,Média propensão simulada,6,2,Simulado: consolidado entre canais,2026-05-03,Renovação de cartão premium,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-036,2026-06-18,Cliente Helena Queiroz,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 6 meses,Qualificação,Morno,72.5,71,60-69,Renda passiva e proteção familiar,Casado(a),4,Londrina/PR,Franqueado(a) em expansão,Agronegócio,Executivo sênior,Salário executivo,Média,47794,58554,148405,39123,19431,0.3318,428605,11.0,1619474,1168301,1122969,0.9612,1478723,nova empresa com fluxo forte,Arrojado,Baixa,Longo prazo,Alta,37,13,30,25,17,300024,13896,9655,0.1649,Não,Avaliar para oportunidade patrimonial,Média,organizar reserva de emergência,organizar despesas familiares,renda passiva recorrente,Aumento de rentabilidade,Conduzir conversa consultiva para enquadramento Principal e proposta de valor.,Aumentar share de investimentos e estruturar carteira por objetivos.,Alto potencial de investimentos fora do relacionamento atual.,Possui adequado,Possui adequado,Revisar cobertura,Revisar cobertura,Revisar tributação e portabilidade,Revisão recomendada,11362,Viagens e turismo,7,Alta,Média,Alta,sofisticação e lifestyle,Bradesco Principal,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Baixo,Explorar salas VIP e viagens,Seguro de vida,Consórcio,Previdência privada,Vencimento de aplicação,Conduzir diagnóstico consultivo com roteiro Ada,Videochamada,Horário comercial,Alta,Alto por relacionamento pulverizado,Já possui cartão premium em outro banco,"Conectar cartão, investimentos e isenção potencial dentro da jornada consultiva.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: pendente,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em aumento de rentabilidade. Gatilho comercial: nova empresa com fluxo forte.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Acumulador patrimonial,Analítico e detalhista,0.2321,0.2931,0.1956,0.9612,45332,Simulado: consentimento pendente,0,Alta,82,Alta propensão simulada,4,3,Simulado: consolidado entre canais,2026-03-20,Revisão sucessória familiar,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-037,2026-06-18,Cliente Orion Henrique,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 6 meses,Pré-migração,Morno,79.1,80,60-69,Preservação patrimonial,Viúvo(a),3,Balneário Camboriú/SC,Franqueado(a) em expansão,Educação,Executivo sênior,Renda rural,Média,25904,31090,693893,15398,15692,0.5047,93218,6.1,2245641,1644769,596915,0.3629,642625,nova empresa com fluxo forte,Moderado,Média,Longo prazo,Carteira separada por objetivos,74,33,15,20,7,1738106,337106,7374,0.2372,Não,Não,Alta,reforma residencial,planejar compra de imóvel,aposentadoria planejada,Aumento de rentabilidade,"Organizar prioridades: liquidez, investimentos, cartão, seguros e sucessão.",Aumentar share de investimentos e estruturar carteira por objetivos.,Uso de benefícios premium abaixo do potencial.,Possui básico,Não possui,Não possui,Possui adequado,Revisar tributação e portabilidade,Não iniciado,15833,Moradia e utilidades,8,Alta,Média,Baixa,segurança digital,Outro cartão premium,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Família com potencial para adicionais,Concentrar gastos para pontos,Crédito com garantia,Fundos premium,Cartão adicional,Mudança de renda,Enviar material educativo e fazer follow-up em 7 dias,App Bradesco,Manhã,Alta,Baixo,Ainda não percebe valor no segmento Principal,"Trabalhar visão de relacionamento completo, não apenas produto isolado.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: pendente,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em aumento de rentabilidade. Gatilho comercial: nova empresa com fluxo forte.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Acumulador patrimonial,Analítico e detalhista,0.2147,0.333,0.263,0.3629,1047854,Simulado: não consentiu,0,Média,86,Alta propensão simulada,3,5,Simulado: consolidado entre canais,2026-05-06,Venda de imóvel,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-038,2026-06-18,Cliente Gustavo Uchoa,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 6 meses,Pré-migração,Morno,81.0,88,40-49,Acumulação patrimonial,Viúvo(a),1,Barueri/SP,Dentista com clínica em expansão,Educação,Empresa consolidada,Aluguéis e dividendos,Alta,38518,51780,734774,25909,25871,0.4996,189670,7.3,2223393,1220271,1101331,0.9025,771090,concentração de investimentos em análise,Moderado,Alta,Longo prazo,Baixa,44,30,23,20,13,1601726,269044,6746,0.1303,Sim,Não,Baixa,reduzir custo financeiro,estruturar previdência privada,proteção familiar,Aumento de rentabilidade,"Organizar prioridades: liquidez, investimentos, cartão, seguros e sucessão.","Concentrar relacionamento, cartões e investimentos para maximizar benefícios.",Cartão atual pouco aderente ao padrão de uso e viagens.,Possui adequado,Possui básico,Possui básico,Não possui,Possui previdência básica,Não iniciado,24812,Restaurantes e experiências,6,Alta,Alta,Média,segurança digital,Bradesco Principal,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Alto,Ativar benefícios digitais,Previdência privada,Fundos premium,Conta internacional,Revisão trimestral,Conduzir diagnóstico consultivo com roteiro Ada,App Bradesco,Fim de tarde,Baixa,Baixo,Tem dúvida sobre custo-benefício da anuidade,Mostrar comparação entre benefícios usados e benefícios disponíveis.,"Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: não acionar campanhas,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em aumento de rentabilidade. Gatilho comercial: concentração de investimentos em análise.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Investidor de impacto,Analítico e detalhista,0.2229,0.3112,0.1869,0.9025,118940,Simulado: consentimento ativo,80368,Baixa,84,Alta propensão simulada,8,4,Simulado: consolidado entre canais,2026-06-09,Revisão sucessória familiar,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-039,2026-06-18,Cliente Orion Queiroz,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 6 meses,Pré-migração,Morno,80.2,85,70+,Renda passiva e proteção familiar,Divorciado(a),3,Ribeirão Preto/SP,Engenheiro(a) consultor(a),Agronegócio,Empresa consolidada,Bônus e remuneração variável,Variável com tendência positiva,28354,42431,100838,17511,24920,0.5873,39453,2.3,1900410,1284451,831282,0.6472,1572103,mudança para cargo executivo,Conservador,Média,Médio prazo,Média,53,29,25,9,15,1204419,129088,4318,0.1018,Talvez em 12 meses,Sim,Média,organizar reserva de emergência,organizar despesas familiares,legado e organização patrimonial,Aumento de rentabilidade,Conduzir conversa consultiva para enquadramento Principal e proposta de valor.,Consolidar planejamento financeiro familiar com revisão semestral.,Proteção familiar e sucessória ainda incompleta.,Revisar cobertura,Não possui,Revisar cobertura,Possui básico,Revisar tributação e portabilidade,Em discussão,8441,Saúde e bem-estar,0,Baixa,Baixa,Alta,benefícios internacionais,Prime Visa Infinite,Migrar para análise Principal: Visa Aeternum,"Aderência alta por viagens, salas VIP, benefícios internacionais, alto relacionamento e potencial patrimonial.",Família com potencial para adicionais,Ativar benefícios digitais,Crédito com garantia,Seguro auto,Câmbio,Bônus anual,Agendar conversa com especialista/gerente,App Bradesco,Manhã,Baixa,Alto por relacionamento pulverizado,Já possui cartão premium em outro banco,Mostrar comparação entre benefícios usados e benefícios disponíveis.,"Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: pendente,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em aumento de rentabilidade. Gatilho comercial: mudança para cargo executivo.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Gastador planejado,Valoriza status e experiência,0.0719,0.371,0.2755,0.6472,453169,Simulado: consentimento ativo,359781,Alta,79,Média propensão simulada,4,2,Simulado: consolidado entre canais,2026-05-30,Expansão da empresa familiar,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-040,2026-06-18,Cliente Serena Zanetti,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 6 meses,Oferta consultiva,Morno,74.4,73,70+,Sucessão e legado,Casado(a),0,Londrina/PR,Advogado(a) associado sênior,Construção civil,Empresa consolidada,Pró-labore e dividendos,Média,59792,71691,844326,48501,23190,0.3235,207945,4.3,2724380,1145283,149397,0.1304,1155137,aumento de faturamento PJ nos últimos meses,Conservador,Média,Longo prazo,Carteira separada por objetivos,51,19,2,2,16,1983154,314577,7563,0.1055,Sim,Sim,Média,viagem internacional nos próximos 12 meses,planejar compra de imóvel,proteção familiar,Sucessão patrimonial,"Organizar prioridades: liquidez, investimentos, cartão, seguros e sucessão.",Evoluir relacionamento para segmento Principal com pacote de benefícios adequado.,Reserva de emergência insuficiente para o padrão de renda.,Revisar cobertura,Possui básico,Possui adequado,Possui adequado,Possui previdência robusta,Não iniciado,12477,Moradia e utilidades,6,Alta,Média,Média,segurança digital,Cartão múltiplo alta renda,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Família com potencial para adicionais,Revisar seguros vinculados ao cartão,Seguro de vida,Soluções PJ,Previdência privada,Mudança de renda,Agendar conversa com especialista/gerente,Agência,Manhã,Baixa,Médio,Já possui cartão premium em outro banco,"Apresentar salas VIP, pontos, segurança e conveniência como proposta integrada.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: opt-in,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em sucessão patrimonial. Gatilho comercial: aumento de faturamento PJ nos últimos meses.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Sofisticado internacional,Orientado a relacionamento humano,0.1501,0.2349,0.2315,0.1304,995886,Simulado: não consentiu,0,Alta,79,Média propensão simulada,6,5,Simulado: consolidado entre canais,2026-04-03,Planejamento de aposentadoria,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-041,2026-06-18,Cliente Serena Oliveira,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 6 meses,Qualificação,Morno,70.6,75,40-49,Família em expansão,União estável,3,Porto Alegre/RS,Engenheiro(a) consultor(a),Mercado imobiliário,Executivo sênior,Pró-labore e dividendos,Variável com tendência positiva,35814,46713,674375,34840,11873,0.2542,205034,5.9,1889356,1025283,480364,0.4685,264663,venda de participação societária,Moderado,Média,Curto prazo,Baixa,29,13,1,19,24,1858907,184645,5368,0.1149,Não,Avaliar para oportunidade patrimonial,Baixa,viagem internacional nos próximos 12 meses,planejar educação dos filhos,proteção familiar,Concentração de relacionamento,Conduzir conversa consultiva para enquadramento Principal e proposta de valor.,Evoluir relacionamento para segmento Principal com pacote de benefícios adequado.,Alto potencial de investimentos fora do relacionamento atual.,Não possui,Possui adequado,Não possui,Possui adequado,Possui previdência robusta,Estrutura básica,7291,Viagens e turismo,4,Média,Baixa,Alta,pontos e milhas,Bradesco Principal,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Alto,Avaliar isenção por relacionamento,Seguro viagem,Previdência privada,Soluções PJ,Mudança de renda,"Apresentar benefícios de salas VIP, pontos e segurança",WhatsApp oficial,Horário comercial,Alta,Alto por relacionamento pulverizado,Já possui cartão premium em outro banco,"Conectar cartão, investimentos e isenção potencial dentro da jornada consultiva.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: não acionar campanhas,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em concentração de relacionamento. Gatilho comercial: venda de participação societária.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Empreendedor oportunista,Analítico e detalhista,0.245,0.1471,0.3522,0.4685,544919,Simulado: não consentiu,0,Alta,67,Média propensão simulada,4,5,Simulado: consolidado entre canais,2026-05-04,Planejamento de aposentadoria,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
